ProductId,ProductName,SystemVersion,DataSheetName,ExternalArgusId,EffectiveVersion,EffectiveDate,ReceivedDate,CreatedBy,CreatedByUserName,Action,CreationDate,DictionaryVersion,Status,VerificationRejectionComment,Comment,qcComment,approverComment
"39","Etanercept","35.0","CORE","100000084","50","27-Sep-2021","29-Sep-2021","321","aorzal","Lead Notified","2/11/2022 5:18:21 PM","24.1","Approved","","","","Update for missed PT replacement for 22.1 upversion only; PTs added - PT Urinary tract candidiasis (replaced Candiduria) and PT Oesophageal abscess (replaced Paraoesophageal abscess); No other changes. Agree and no further comments."
"39","Etanercept","35.0","USPI","100000085","67","03-Apr-2021","08-Apr-2021","321","aorzal","Lead Notified","2/11/2022 5:18:21 PM","24.1","Approved","","","","Update for missed PT replacement for 22.1 upversion only; PTs added - PT Urinary tract candidiasis (replaced Candiduria) and PT Oesophageal abscess (replaced Paraoesophageal abscess); No other changes. Agree and no further comments."
"39","Etanercept","35.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","61","ctellez","Lead Approved","2/11/2022 7:30:21 PM","24.1","Approved","TA verified.","","",""
"39","Etanercept","35.0","CORE","100000084","50","27-Sep-2021","29-Sep-2021","61","ctellez","Lead Approved","2/11/2022 7:30:28 PM","24.1","Approved","TA verified","","",""
"39","Etanercept","35.0","USPI","100000085","67","03-Apr-2021","08-Apr-2021","61","ctellez","Lead Approved","2/11/2022 7:30:35 PM","24.1","Approved","TA verified.","","",""
"39","Etanercept","37.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","321","aorzal","Lead Notified","5/3/2022 7:53:43 PM","25.0","Approved","","","","The PTs Therapy non-responder, Therapy partial responder, Therapeutic product effect incomplete, Therapeutic product ineffective, Therapeutic product ineffective for unapproved indication, Treatment failure, Drug effect less than expected  were added to the RSIs (IB, CDS (CORE), USPI and SmPC) based on the update to the MSRT process as of 03May2022). PTs Ocular melanoma and Pulmonary blastomycosis were added due to MedDRA upversion 25.0."
"39","Etanercept","37.0","CORE","100000084","50","27-Sep-2021","29-Sep-2021","321","aorzal","Lead Notified","5/3/2022 7:53:43 PM","25.0","Approved","","","","The PTs Therapy non-responder, Therapy partial responder, Therapeutic product effect incomplete, Therapeutic product ineffective, Therapeutic product ineffective for unapproved indication, Treatment failure, Drug effect less than expected  were added to the RSIs (IB, CDS (CORE), USPI and SmPC) based on the update to the MSRT process as of 03May2022). PTs Ocular melanoma and Pulmonary blastomycosis were added due to MedDRA upversion 25.0."
"39","Etanercept","37.0","USPI","100000085","67","03-Apr-2021","08-Apr-2021","321","aorzal","Lead Notified","5/3/2022 7:53:43 PM","25.0","Approved","","","","The PTs Therapy non-responder, Therapy partial responder, Therapeutic product effect incomplete, Therapeutic product ineffective, Therapeutic product ineffective for unapproved indication, Treatment failure, Drug effect less than expected  were added to the RSIs (IB, CDS (CORE), USPI and SmPC) based on the update to the MSRT process as of 03May2022). PTs Ocular melanoma and Pulmonary blastomycosis were added due to MedDRA upversion 25.0."
"39","Etanercept","37.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","325","sjidge","Lead Approved","5/3/2022 8:15:43 PM","25.0","Approved","No changes to RSI versions. Added PTs with result of MedDRA upversioning to 25.0 and added LOE ME terms as a result of MSRT process update as of 03May2022","","",""
"39","Etanercept","37.0","CORE","100000084","50","27-Sep-2021","29-Sep-2021","325","sjidge","Lead Approved","5/3/2022 8:15:49 PM","25.0","Approved","No changes to RSI versions. Added PTs with result of MedDRA upversioning to 25.0 and added LOE ME terms as a result of MSRT process update as of 03May2022","","",""
"39","Etanercept","37.0","USPI","100000085","67","03-Apr-2021","08-Apr-2021","325","sjidge","Lead Approved","5/3/2022 8:15:54 PM","25.0","Approved","No changes to RSI versions. Added PTs with result of MedDRA upversioning to 25.0 and added LOE ME terms as a result of MSRT process update as of 03May2022","","",""
"39","Etanercept","37.0","USPI","100000085","68","17-Jun-2022","30-Jun-2022","321","aorzal","Edit","6/30/2022 4:22:49 PM","25.0","Draft","","","",""
"39","Etanercept","37.1","USPI","100000085","68","17-Jun-2022","30-Jun-2022","321","aorzal","Edit","6/30/2022 4:23:00 PM","25.0","Submitted for QC","","","",""
"39","Etanercept","37.1","USPI","100000085","68","17-Jun-2022","30-Jun-2022","0","jgarner","Edit","6/30/2022 4:39:57 PM","25.0","QC Completed","","","Confirmed USPI version, approval date, and notification date. No changes to PTs.",""
"39","Etanercept","38.0","USPI","100000085","68","17-Jun-2022","30-Jun-2022","321","aorzal","Lead Notified","6/30/2022 5:09:48 PM","25.0","Approved","","","","USPI vs 68.0 effective date 17-JUN-2022; only version and effective date update; no ADR / ADR changes. Agree and no comments."
"39","Etanercept","38.0","USPI","100000085","68","17-Jun-2022","30-Jun-2022","61","ctellez","Lead Approved","6/30/2022 5:17:48 PM","25.0","Approved","TA Verified.","","",""
"39","Etanercept","38.0","CORE","100000084","51","08-Aug-2022","16-Aug-2022","321","aorzal","Edit","8/16/2022 5:24:50 PM","25.0","Draft","","","",""
"39","Etanercept","38.1","CORE","100000084","51","08-Aug-2022","16-Aug-2022","321","aorzal","Edit","8/16/2022 5:24:59 PM","25.0","Submitted for QC","","","",""
"39","Etanercept","38.1","CORE","100000084","51","08-Aug-2022","16-Aug-2022","0","jgarner","Edit","8/16/2022 9:23:55 PM","25.0","QC Completed","","","QC Peer Review Completed. Datasheet Reviewed for Etanercept CORE Version 51.0, Effective Date 08 Aug 2022, and RSI Notification Date 16 Aug 2022. No findings. Noted no changes to PTs. Thank you.",""
"39","Etanercept","39.0","CORE","100000084","51","08-Aug-2022","16-Aug-2022","321","aorzal","Lead Notified","8/16/2022 10:25:40 PM","25.0","Approved","","","","Approved version and effective date update only; No PT changes for CORE version 51.0, 08/AUG/2022."
"39","Etanercept","39.0","CORE","100000084","51","08-Aug-2022","16-Aug-2022","325","sjidge","Lead Approved","8/17/2022 3:25:22 PM","25.0","Approved","Approved the update","","",""
"39","Etanercept","41.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","321","aorzal","Lead Notified","11/7/2022 9:08:57 PM","25.1","Approved","","","","MedDRA upversioning to 25.1 changes only; No RSI version/effective date changes; Confirmed PT Urachal sinus infection was added for IB, CORE, USPI and CA-PM due to MedDRA upversioning 25.1. Agree and no further comments.//AO"
"39","Etanercept","41.0","CORE","100000084","51","08-Aug-2022","16-Aug-2022","321","aorzal","Lead Notified","11/7/2022 9:08:57 PM","25.1","Approved","","","","MedDRA upversioning to 25.1 changes only; No RSI version/effective date changes; Confirmed PT Urachal sinus infection was added for IB, CORE, USPI and CA-PM due to MedDRA upversioning 25.1. Agree and no further comments.//AO"
"39","Etanercept","41.0","USPI","100000085","68","17-Jun-2022","30-Jun-2022","321","aorzal","Lead Notified","11/7/2022 9:08:57 PM","25.1","Approved","","","","MedDRA upversioning to 25.1 changes only; No RSI version/effective date changes; Confirmed PT Urachal sinus infection was added for IB, CORE, USPI and CA-PM due to MedDRA upversioning 25.1. Agree and no further comments.//AO"
"39","Etanercept","41.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","61","ctellez","Lead Approved","11/7/2022 9:46:03 PM","25.1","Approved","TA Verified","","",""
"39","Etanercept","41.0","CORE","100000084","51","08-Aug-2022","16-Aug-2022","61","ctellez","Lead Approved","11/7/2022 9:46:08 PM","25.1","Approved","TA verified","","",""
"39","Etanercept","41.0","USPI","100000085","68","17-Jun-2022","30-Jun-2022","61","ctellez","Lead Approved","11/7/2022 9:46:15 PM","25.1","Approved","TA verified","","",""
"39","Etanercept","43.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","43","jgarner","Lead Notified","5/2/2023 10:43:19 PM","26.0","Approved","","","","No findings on QC. Moving to Approval."
"39","Etanercept","43.0","CORE","100000084","51","08-Aug-2022","16-Aug-2022","43","jgarner","Lead Notified","5/2/2023 10:43:19 PM","26.0","Approved","","","","No findings on QC. Moving to Approval."
"39","Etanercept","43.0","USPI","100000085","68","17-Jun-2022","30-Jun-2022","43","jgarner","Lead Notified","5/2/2023 10:43:19 PM","26.0","Approved","","","","No findings on QC. Moving to Approval."
"39","Etanercept","43.0","USPI","100000085","68","17-Jun-2022","30-Jun-2022","402","tmargary","Lead Approved","5/2/2023 11:07:11 PM","26.0","Approved","TA verified.","","",""
"39","Etanercept","43.0","CORE","100000084","51","08-Aug-2022","16-Aug-2022","402","tmargary","Lead Approved","5/2/2023 11:07:28 PM","26.0","Approved","TA verified.","","",""
"39","Etanercept","43.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","402","tmargary","Lead Approved","5/2/2023 11:08:49 PM","26.0","Approved","TA verified.","","",""
"39","Etanercept","43.0","USPI","100000085","69","09-Jun-2023","21-Jun-2023","43","jgarner","Edit","6/21/2023 3:51:37 PM","26.0","Draft","","","",""
"39","Etanercept","43.1","USPI","100000085","69","09-Jun-2023","21-Jun-2023","43","jgarner","Edit","6/21/2023 3:51:50 PM","26.0","Submitted for QC","","","",""
"39","Etanercept","43.1","USPI","100000085","69","09-Jun-2023","21-Jun-2023","0","tmargary","Edit","6/21/2023 4:19:38 PM","26.0","QC Completed","","","Agree with the changes made in TMP: USPI updated to Version 69, Effective Date 09-Jun-2023 with RSI Notification Date 21-Jun-2023. No change to PT(s) in the expected terms lists with this version of the USPI. Thank you.",""
"39","Etanercept","44.0","USPI","100000085","69","09-Jun-2023","21-Jun-2023","43","jgarner","Lead Notified","6/21/2023 5:34:48 PM","26.0","Approved","","","","No edits required. Moving to approval."
"39","Etanercept","44.0","USPI","100000085","69","09-Jun-2023","21-Jun-2023","402","tmargary","Lead Approved","6/21/2023 5:41:44 PM","26.0","Approved","TA verified.","","",""
"39","Etanercept","44.0","CORE","100000084","52","14-Sep-2023","15-Sep-2023","43","jgarner","Edit","9/26/2023 3:26:34 PM","26.0","Draft","","","",""
"39","Etanercept","44.1","CORE","100000084","52","14-Sep-2023","15-Sep-2023","43","jgarner","Edit","9/26/2023 3:26:45 PM","26.0","Submitted for QC","","","",""
"39","Etanercept","44.1","CORE","100000084","52","14-Sep-2023","15-Sep-2023","0","tmargary","Edit","9/26/2023 4:00:30 PM","26.0","QC Completed","","","Quality Check for Etanercept completed with no findings: confirmed CORE updated to version 52, effective date 14-Sep-2023, RSI notification date 15-Sep-2023. No changes to PTs.",""
"39","Etanercept","45.0","CORE","100000084","52","14-Sep-2023","15-Sep-2023","43","jgarner","Lead Notified","9/27/2023 2:30:45 PM","26.0","Approved","","","","No findings on QC. Moving to Approval Workflow Step"
"39","Etanercept","45.0","CORE","100000084","52","14-Sep-2023","15-Sep-2023","402","tmargary","Lead Approved","9/27/2023 3:06:28 PM","26.0","Approved","TA verified.","","",""
"39","Etanercept","45.0","CORE","100000084","52","16-Aug-2023","06-Oct-2023","43","jgarner","Edit","10/9/2023 2:10:19 PM","26.0","Draft","","","",""
"39","Etanercept","45.1","CORE","100000084","52","16-Aug-2023","06-Oct-2023","43","jgarner","Edit","10/9/2023 2:10:31 PM","26.0","Submitted for QC","","","",""
"39","Etanercept","45.1","CORE","100000084","52","16-Aug-2023","06-Oct-2023","0","tmargary","Edit","10/9/2023 3:55:46 PM","26.0","QC Completed","","","QC completed with no findings: Enbrel CDS effective date for the version 52 corrected to 16-Aug-2023 based on the  Amgen Globa Labelingl Notification email received on 06-Oct-2023.",""
"39","Etanercept","46.0","CORE","100000084","52","16-Aug-2023","06-Oct-2023","43","jgarner","Lead Notified","10/9/2023 4:38:01 PM","26.0","Approved","","","","Approving the correction to Enbrel CDS effective date and updated RSI notification date."
"39","Etanercept","46.0","CORE","100000084","52","16-Aug-2023","06-Oct-2023","402","tmargary","Lead Approved","10/9/2023 4:40:24 PM","26.0","Approved","TA verification completed.","","",""
"39","Etanercept","47.0","USPI","100000085","70","18-Oct-2023","27-Oct-2023","43","jgarner","Edit","11/7/2023 7:43:11 PM","26.1","Draft","","","",""
"39","Etanercept","47.1","USPI","100000085","70","18-Oct-2023","27-Oct-2023","43","jgarner","Edit","11/7/2023 7:43:22 PM","26.1","Submitted for QC","","","",""
"39","Etanercept","47.1","USPI","100000085","70","18-Oct-2023","27-Oct-2023","0","tmargary","Edit","11/7/2023 8:47:45 PM","26.1","QC Completed","","","Enbrel USPI updated to version 70 / effective date 18-Oct-2023 / RSI notification date 27-Oct-2023. No PT changes. QC completed with no findings.",""
"39","Etanercept","48.0","USPI","100000085","70","18-Oct-2023","27-Oct-2023","43","jgarner","Lead Notified","11/7/2023 9:01:33 PM","26.1","Approved","","","","No findings on QC. Moving to Approval."
"39","Etanercept","48.0","USPI","100000085","70","18-Oct-2023","27-Oct-2023","402","tmargary","Lead Approved","11/7/2023 9:04:21 PM","26.1","Approved","TA lead verified.","","",""
"39","Etanercept","48.0","CORE","100000084","53","18-Dec-2023","20-Dec-2023","43","jgarner","Edit","1/3/2024 9:35:24 PM","26.1","Draft","","","",""
"39","Etanercept","48.1","CORE","100000084","53","18-Dec-2023","20-Dec-2023","43","jgarner","Edit","1/3/2024 9:39:32 PM","26.1","Submitted for QC","","","",""
"39","Etanercept","48.1","CORE","100000084","53","18-Dec-2023","20-Dec-2023","0","tmargary","Edit","1/3/2024 10:16:54 PM","26.1","QC Completed","","","Confirming that the following updates have been impletemented for Enbrel CDS: version 53 / Effective date 18-Dec-2023 / Notification date 20-Dec-2023 (Product Lead time zone). One PT added: Glomerulonephritis. QC completed with no findings.",""
"39","Etanercept","49.0","CORE","100000084","53","18-Dec-2023","20-Dec-2023","43","jgarner","Lead Notified","1/3/2024 10:23:14 PM","26.1","Approved","","","","Approving datasheet"
"39","Etanercept","49.0","CORE","100000084","53","18-Dec-2023","20-Dec-2023","402","tmargary","Lead Approved","1/3/2024 10:26:03 PM","26.1","Approved","TA lead verification completed.","","",""
"39","Etanercept","50.0","CORE","100000084","53","18-Dec-2023","20-Dec-2023","43","jgarner","Lead Notified","2/15/2024 8:03:04 PM","26.1","Approved","","","","Approving the addition of 15 ME terms for PT Glomerulonephritis (Enbrel CORE) during the Quarterly AL Review."
"39","Etanercept","50.0","CORE","100000084","53","18-Dec-2023","20-Dec-2023","402","tmargary","Lead Approved","2/15/2024 8:07:12 PM","26.1","Approved","TA Lead verification completed.","","",""
"39","Etanercept","52.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","492","jpangili","Lead Notified","5/7/2024 8:45:27 PM","27.0","Approved","","","","No changes required"
"39","Etanercept","52.0","CORE","100000084","53","18-Dec-2023","20-Dec-2023","492","jpangili","Lead Notified","5/7/2024 8:45:27 PM","27.0","Approved","","","","No changes required"
"39","Etanercept","52.0","USPI","100000085","70","18-Oct-2023","27-Oct-2023","492","jpangili","Lead Notified","5/7/2024 8:45:27 PM","27.0","Approved","","","","No changes required"
"39","Etanercept","52.0","IB","100000086","21.0","22-Feb-2021","08-Mar-2021","402","tmargary","Lead Approved","5/7/2024 10:59:08 PM","27.0","Approved","TA verified.","","",""
"39","Etanercept","52.0","CORE","100000084","53","18-Dec-2023","20-Dec-2023","402","tmargary","Lead Approved","5/7/2024 10:59:16 PM","27.0","Approved","TA verified.","","",""
"39","Etanercept","52.0","USPI","100000085","70","18-Oct-2023","27-Oct-2023","402","tmargary","Lead Approved","5/7/2024 10:59:22 PM","27.0","Approved","TA verified.","","",""
"34","Cinacalcet HCL","10.0","SPC","100000078","0.0","23-Jan-2020","06-Mar-2020","59","khooper","Edit","4/16/2020 2:45:06 PM","22.1","","","","",""
"34","Cinacalcet HCL","10.0","CORE","100000075","26","02-May-2019","02-May-2019","59","khooper","Edit","4/16/2020 2:45:06 PM","22.1","","","","",""
"34","Cinacalcet HCL","12.0","CA-PM","100011788","0.0","11-Oct-2019","","151","zmitkova","Add","3/18/2021 10:44:30 AM","23.1","Draft","","","",""
"34","Cinacalcet HCL","17.0","IB","100000077","11.8","02-May-2019","","402","tmargary","Lead Notified","5/4/2022 8:22:25 PM","25.0","Approved","","","","LOE related ME PTs Therapy non-responder, Therapy partial responder, Therapeutic product effect incomplete, Therapeutic product ineffective, Therapeutic product ineffective for unapproved indication, Treatment failure, Drug effect less than expected were added to the RSIs (IB, CDS (CORE), USPI and SmPC) based on the update to the MSRT process as of 03May2022"
"34","Cinacalcet HCL","17.0","SPC","100000078","0.0","23-Jan-2020","06-Mar-2020","402","tmargary","Lead Notified","5/4/2022 8:22:25 PM","25.0","Approved","","","","LOE related ME PTs Therapy non-responder, Therapy partial responder, Therapeutic product effect incomplete, Therapeutic product ineffective, Therapeutic product ineffective for unapproved indication, Treatment failure, Drug effect less than expected were added to the RSIs (IB, CDS (CORE), USPI and SmPC) based on the update to the MSRT process as of 03May2022"
"34","Cinacalcet HCL","17.0","CORE","100000075","26","02-May-2019","02-May-2019","402","tmargary","Lead Notified","5/4/2022 8:22:25 PM","25.0","Approved","","","","LOE related ME PTs Therapy non-responder, Therapy partial responder, Therapeutic product effect incomplete, Therapeutic product ineffective, Therapeutic product ineffective for unapproved indication, Treatment failure, Drug effect less than expected were added to the RSIs (IB, CDS (CORE), USPI and SmPC) based on the update to the MSRT process as of 03May2022"
"34","Cinacalcet HCL","17.0","USPI","100000076","14","05-Dec-2019","10-Dec-2019","402","tmargary","Lead Notified","5/4/2022 8:22:25 PM","25.0","Approved","","","","LOE related ME PTs Therapy non-responder, Therapy partial responder, Therapeutic product effect incomplete, Therapeutic product ineffective, Therapeutic product ineffective for unapproved indication, Treatment failure, Drug effect less than expected were added to the RSIs (IB, CDS (CORE), USPI and SmPC) based on the update to the MSRT process as of 03May2022"
"34","Cinacalcet HCL","17.0","IB","100000077","11.8","02-May-2019","","61","ctellez","Lead Approved","5/5/2022 12:23:51 PM","25.0","Approved","TA verified","","",""
"34","Cinacalcet HCL","17.0","SPC","100000078","0.0","23-Jan-2020","06-Mar-2020","61","ctellez","Lead Approved","5/5/2022 12:23:54 PM","25.0","Approved","TA verified","","",""
"34","Cinacalcet HCL","17.0","CORE","100000075","26","02-May-2019","02-May-2019","61","ctellez","Lead Approved","5/5/2022 12:23:58 PM","25.0","Approved","TA verified","","",""
"34","Cinacalcet HCL","17.0","USPI","100000076","14","05-Dec-2019","10-Dec-2019","61","ctellez","Lead Approved","5/5/2022 12:24:01 PM","25.0","Approved","TA verified","","",""
"34","Cinacalcet HCL","19.0","IB","100000077","11.8","02-May-2019","","43","jgarner","Lead Notified","11/7/2022 11:49:38 PM","25.1","Approved","","","","PT edit for MedDRA upversioning (from 25.0 to 25.1) completed and quality check performed. Ready for approval."
"34","Cinacalcet HCL","19.0","CORE","100000075","26","02-May-2019","02-May-2019","43","jgarner","Lead Notified","11/7/2022 11:49:38 PM","25.1","Approved","","","","PT edit for MedDRA upversioning (from 25.0 to 25.1) completed and quality check performed. Ready for approval."
"34","Cinacalcet HCL","19.0","USPI","100000076","14","05-Dec-2019","10-Dec-2019","43","jgarner","Lead Notified","11/7/2022 11:49:38 PM","25.1","Approved","","","","PT edit for MedDRA upversioning (from 25.0 to 25.1) completed and quality check performed. Ready for approval."
"34","Cinacalcet HCL","19.0","IB","100000077","11.8","02-May-2019","","325","sjidge","Lead Approved","11/9/2022 9:42:41 PM","25.1","Approved","No IB version change.","","",""
"34","Cinacalcet HCL","19.0","CORE","100000075","26","02-May-2019","02-May-2019","325","sjidge","Lead Approved","11/9/2022 9:43:00 PM","25.1","Approved","No core version updates","","",""
"34","Cinacalcet HCL","19.0","USPI","100000076","14","05-Dec-2019","10-Dec-2019","325","sjidge","Lead Approved","11/9/2022 9:43:30 PM","25.1","Approved","No USPI version updates","","",""
"41","Evolocumab","19.0","SPC","100000462","27","21-Apr-2020","01-May-2020","57","cglendon","Edit","5/1/2020 4:20:54 PM","22.1","","","","",""
"41","Evolocumab","20.0","SPC","100000462","27","14-Apr-2020","05-May-2020","57","cglendon","Edit","5/5/2020 3:03:21 PM","23.0","","","","",""
"41","Evolocumab","21.0","USPI","100000465","8.0","06-May-2020","20-May-2020","57","cglendon","Edit","5/26/2020 6:35:07 PM","23.0","","","","",""
"41","Evolocumab","22.0","CORE","100000461","8.0","26-Aug-2020","27-Aug-2020","57","cglendon","Edit","9/25/2020 12:45:47 AM","23.0","","","","",""
"41","Evolocumab","23.0","IB","100000189","15","10-Sep-2020","01-Oct-2020","57","cglendon","Edit","10/6/2020 8:22:14 AM","23.0","","","","",""
"41","Evolocumab","23.0","EU-RSI","100011568","15","10-Sep-2020","01-Oct-2020","57","cglendon","Edit","10/6/2020 8:22:14 AM","23.0","","","","",""
"41","Evolocumab","25.0","SPC","100000462","00","14-Apr-2020","05-May-2020","57","cglendon","Edit","11/2/2020 10:23:09 AM","23.1","Draft","","","",""
"41","Evolocumab","25.0","SPC","100000462","0.0","14-Apr-2020","05-May-2020","57","cglendon","Edit","11/2/2020 10:23:38 AM","23.1","Draft","","","",""
"41","Evolocumab","26.0","CORE","100000461","9.0","11-Nov-2020","12-Nov-2020","277","nmitrovi","Edit","11/12/2020 5:00:41 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","29-Oct-2020","15-Dec-2020","277","nmitrovi","Edit","12/15/2020 7:43:47 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","29-Oct-2020","14-Dec-2020","277","nmitrovi","Edit","12/15/2020 8:19:47 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","29-Oct-2020","15-Dec-2020","277","nmitrovi","Edit","12/15/2020 8:19:56 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","28-Oct-2020","15-Dec-2020","277","nmitrovi","Edit","12/15/2020 8:28:12 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","29-Oct-2020","15-Dec-2020","277","nmitrovi","Edit","12/15/2020 8:28:23 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","28-Oct-2020","15-Dec-2020","277","nmitrovi","Edit","12/15/2020 8:29:20 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","28-Oct-2020","14-Dec-2020","277","nmitrovi","Edit","12/15/2020 8:29:28 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","29-Oct-2020","15-Dec-2020","277","nmitrovi","Edit","12/15/2020 8:29:45 PM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","29-Oct-2020","16-Dec-2020","277","nmitrovi","Edit","12/16/2020 9:45:08 AM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","29-Oct-2020","15-Dec-2020","277","nmitrovi","Edit","12/16/2020 9:46:43 AM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","14-Apr-2020","05-May-2020","277","nmitrovi","Edit","12/16/2020 9:48:39 AM","23.1","Draft","","","",""
"41","Evolocumab","28.0","SPC","100000462","0.0","29-Oct-2020","15-Dec-2020","277","nmitrovi","Edit","12/16/2020 9:49:54 AM","23.1","Draft","","","",""
"41","Evolocumab","29.0","CORE","100000461","10.0","25-Feb-2021","25-Feb-2021","277","nmitrovi","Edit","2/26/2021 3:55:49 AM","23.1","Draft","","","",""
"41","Evolocumab","30.0","USPI","100000465","9.0","26-Feb-2021","05-Mar-2021","277","nmitrovi","Edit","3/5/2021 3:53:51 PM","23.1","Draft","","","",""
"41","Evolocumab","31.0","CA-PM","100011796","0.0","30-Oct-2020","","277","nmitrovi","Add","3/22/2021 3:38:32 PM","23.1","Draft","","","",""
"41","Evolocumab","33.0","SPC","100000462","0.0","21-Apr-2021","06-May-2021","61","ctellez","Edit","5/10/2021 6:49:18 PM","24.0","Draft","","","",""
"41","Evolocumab","34.0","IB","100000189","16.1","02-Sep-2021","08-Sep-2021","61","ctellez","Edit","9/21/2021 5:20:58 PM","24.0","Draft","","","",""
